ReturnQuantity,ModelName,ProductCost,ProductPrice,Region,Country,Continent,SubcategoryName,CategoryName,Month,Week,Day,Season,Productprice,GrossProfitLoss
1,Mountain Tire Tube,1.8663,4.99,Canada,Canada,North America,Tires and Tubes,Accessories,August,35,Tuesday,Summer,4.99,3.1237000000000004
1,ML Road Tire,9.3463,24.99,France,France,Europe,Tires and Tubes,Accessories,August,35,Tuesday,Summer,24.99,15.643699999999999
1,Road Bottle Cage,3.3623,8.99,Australia,Australia,Pacific,Bottles and Cages,Accessories,August,35,Tuesday,Summer,8.99,5.627700000000001
1,Road Tire Tube,1.4923,3.99,Australia,Australia,Pacific,Tires and Tubes,Accessories,August,35,Tuesday,Summer,3.99,2.4977
1,Touring Tire Tube,1.8663,4.99,United Kingdom,United Kingdom,Europe,Tires and Tubes,Accessories,August,35,Tuesday,Summer,4.99,3.1237000000000004
1,Patch kit,0.8565,2.29,Northwest,United States,North America,Tires and Tubes,Accessories,August,35,Wednesday,Summer,2.29,1.4335
1,Touring-3000,461.4448,742.35,Northwest,United States,North America,Touring Bikes,Bikes,August,35,Wednesday,Summer,742.35,280.90520000000004
1,Touring Tire Tube,1.8663,4.99,France,France,Europe,Tires and Tubes,Accessories,August,35,Wednesday,Summer,4.99,3.1237000000000004
1,Patch kit,0.8565,2.29,Australia,Australia,Pacific,Tires and Tubes,Accessories,August,35,Wednesday,Summer,2.29,1.4335
1,Sport-100,12.0278,33.6442,Northwest,United States,North America,Helmets,Accessories,September,35,Thursday,Autumn,33.6442,21.6164
1,LL Mountain Tire,9.3463,24.99,Canada,Canada,North America,Tires and Tubes,Accessories,September,35,Thursday,Autumn,24.99,15.643699999999999
1,Mountain Bottle Cage,3.7363,9.99,France,France,Europe,Bottles and Cages,Accessories,September,35,Friday,Autumn,9.99,6.2537
1,Road-550-W,605.6492,1000.4375,Australia,Australia,Pacific,Road Bikes,Bikes,September,35,Friday,Autumn,1000.4375,394.78830000000005
1,Water Bottle,1.8663,4.99,Northwest,United States,North America,Bottles and Cages,Accessories,September,35,Saturday,Autumn,4.99,3.1237000000000004
1,LL Road Tire,8.0373,21.49,Northwest,United States,North America,Tires and Tubes,Accessories,September,35,Saturday,Autumn,21.49,13.452699999999998
1,Half-Finger Gloves,9.7136,23.5481,Southwest,United States,North America,Gloves,Clothing,September,35,Saturday,Autumn,23.5481,13.834500000000002
1,Touring-1000,1481.9379,2384.07,Canada,Canada,North America,Touring Bikes,Bikes,September,35,Saturday,Autumn,2384.07,902.1321000000003
1,Mountain-200,1105.81,2049.0982,Australia,Australia,Pacific,Mountain Bikes,Bikes,September,35,Saturday,Autumn,2049.0982,943.2882
1,Patch kit,0.8565,2.29,Australia,Australia,Pacific,Tires and Tubes,Accessories,September,35,Saturday,Autumn,2.29,1.4335
1,Mountain Tire Tube,1.8663,4.99,Australia,Australia,Pacific,Tires and Tubes,Accessories,September,35,Saturday,Autumn,4.99,3.1237000000000004
1,Touring-1000,1481.9379,2384.07,Australia,Australia,Pacific,Touring Bikes,Bikes,September,35,Saturday,Autumn,2384.07,902.1321000000003
1,Water Bottle,1.8663,4.99,Canada,Canada,North America,Bottles and Cages,Accessories,September,35,Sunday,Autumn,4.99,3.1237000000000004
1,Touring Tire,10.8423,28.99,Canada,Canada,North America,Tires and Tubes,Accessories,September,35,Sunday,Autumn,28.99,18.1477
1,Mountain Tire Tube,1.8663,4.99,France,France,Europe,Tires and Tubes,Accessories,September,35,Sunday,Autumn,4.99,3.1237000000000004
1,Bike Wash,2.9733,7.95,United Kingdom,United Kingdom,Europe,Cleaners,Accessories,September,35,Sunday,Autumn,7.95,4.9767
1,Water Bottle,1.8663,4.99,Northwest,United States,North America,Bottles and Cages,Accessories,September,36,Monday,Autumn,4.99,3.1237000000000004
1,Mountain-200,1105.81,2049.0982,Southwest,United States,North America,Mountain Bikes,Bikes,September,36,Monday,Autumn,2049.0982,943.2882
1,HL Mountain Tire,13.09,35.0,Southwest,United States,North America,Tires and Tubes,Accessories,September,36,Monday,Autumn,35.0,21.91
1,Sport-100,12.0278,33.6442,Canada,Canada,North America,Helmets,Accessories,September,36,Monday,Autumn,33.6442,21.6164
1,Water Bottle,1.8663,4.99,Australia,Australia,Pacific,Bottles and Cages,Accessories,September,36,Monday,Autumn,4.99,3.1237000000000004
1,Fender Set - Mountain,8.2205,21.98,Australia,Australia,Pacific,Fenders,Accessories,September,36,Monday,Autumn,21.98,13.759500000000001
1,Sport-100,13.0863,34.99,Northwest,United States,North America,Helmets,Accessories,September,36,Tuesday,Autumn,34.99,21.9037
1,Water Bottle,1.8663,4.99,Southwest,United States,North America,Bottles and Cages,Accessories,September,36,Tuesday,Autumn,4.99,3.1237000000000004
1,Mountain Bottle Cage,3.7363,9.99,Southwest,United States,North America,Bottles and Cages,Accessories,September,36,Tuesday,Autumn,9.99,6.2537
1,Touring-1000,1481.9379,2384.07,Germany,Germany,Europe,Touring Bikes,Bikes,September,36,Tuesday,Autumn,2384.07,902.1321000000003
1,Patch kit,0.8565,2.29,Australia,Australia,Pacific,Tires and Tubes,Accessories,September,36,Tuesday,Autumn,2.29,1.4335
1,Cycling Cap,5.7052,8.6442,United Kingdom,United Kingdom,Europe,Caps,Clothing,September,36,Tuesday,Autumn,8.6442,2.939
1,Sport-100,12.0278,33.6442,Southwest,United States,North America,Helmets,Accessories,September,36,Wednesday,Autumn,33.6442,21.6164
1,Mountain-200,1105.81,2049.0982,Australia,Australia,Pacific,Mountain Bikes,Bikes,September,36,Wednesday,Autumn,2049.0982,943.2882
1,Women's Mountain Shorts,26.1763,69.99,Canada,Canada,North America,Shorts,Clothing,September,36,Thursday,Autumn,69.99,43.8137
1,Mountain-200,1105.81,2049.0982,Australia,Australia,Pacific,Mountain Bikes,Bikes,September,36,Thursday,Autumn,2049.0982,943.2882
1,LL Road Tire,8.0373,21.49,Australia,Australia,Pacific,Tires and Tubes,Accessories,September,36,Thursday,Autumn,21.49,13.452699999999998
1,Water Bottle,1.8663,4.99,Southwest,United States,North America,Bottles and Cages,Accessories,September,36,Friday,Autumn,4.99,3.1237000000000004
1,Water Bottle,1.8663,4.99,France,France,Europe,Bottles and Cages,Accessories,September,36,Friday,Autumn,4.99,3.1237000000000004
1,Mountain Bottle Cage,3.7363,9.99,France,France,Europe,Bottles and Cages,Accessories,September,36,Friday,Autumn,9.99,6.2537
1,Patch kit,0.8565,2.29,Germany,Germany,Europe,Tires and Tubes,Accessories,September,36,Friday,Autumn,2.29,1.4335
1,Road-550-W,605.6492,1000.4375,Australia,Australia,Pacific,Road Bikes,Bikes,September,36,Saturday,Autumn,1000.4375,394.78830000000005
1,Mountain Tire Tube,1.8663,4.99,Australia,Australia,Pacific,Tires and Tubes,Accessories,September,36,Saturday,Autumn,4.99,3.1237000000000004
1,Short-Sleeve Classic Jersey,41.5723,53.99,United Kingdom,United Kingdom,Europe,Jerseys,Clothing,September,36,Saturday,Autumn,53.99,12.417700000000004
1,Road Tire Tube,1.4923,3.99,United Kingdom,United Kingdom,Europe,Tires and Tubes,Accessories,September,36,Saturday,Autumn,3.99,2.4977
1,LL Road Tire,8.0373,21.49,Germany,Germany,Europe,Tires and Tubes,Accessories,September,36,Sunday,Autumn,21.49,13.452699999999998
1,Patch kit,0.8565,2.29,Australia,Australia,Pacific,Tires and Tubes,Accessories,September,36,Sunday,Autumn,2.29,1.4335
1,Road-550-W,605.6492,1000.4375,United Kingdom,United Kingdom,Europe,Road Bikes,Bikes,September,36,Sunday,Autumn,1000.4375,394.78830000000005
1,Sport-100,13.0863,34.99,Southwest,United States,North America,Helmets,Accessories,September,37,Monday,Autumn,34.99,21.9037
1,ML Mountain Tire,11.2163,29.99,Canada,Canada,North America,Tires and Tubes,Accessories,September,37,Monday,Autumn,29.99,18.773699999999998
1,Mountain-200,1105.81,2049.0982,Southwest,United States,North America,Mountain Bikes,Bikes,September,37,Tuesday,Autumn,2049.0982,943.2882
1,Women's Mountain Shorts,26.1763,69.99,Southwest,United States,North America,Shorts,Clothing,September,37,Tuesday,Autumn,69.99,43.8137
1,Water Bottle,1.8663,4.99,Canada,Canada,North America,Bottles and Cages,Accessories,September,37,Tuesday,Autumn,4.99,3.1237000000000004
1,Water Bottle,1.8663,4.99,France,France,Europe,Bottles and Cages,Accessories,September,37,Tuesday,Autumn,4.99,3.1237000000000004
1,Mountain Bottle Cage,3.7363,9.99,Australia,Australia,Pacific,Bottles and Cages,Accessories,September,37,Tuesday,Autumn,9.99,6.2537
1,Cycling Cap,5.7052,8.6442,United Kingdom,United Kingdom,Europe,Caps,Clothing,September,37,Tuesday,Autumn,8.6442,2.939
1,HL Mountain Tire,13.09,35.0,United Kingdom,United Kingdom,Europe,Tires and Tubes,Accessories,September,37,Wednesday,Autumn,35.0,21.91
1,Touring-1000,1481.9379,2384.07,United Kingdom,United Kingdom,Europe,Touring Bikes,Bikes,September,37,Wednesday,Autumn,2384.07,902.1321000000003
1,Road-550-W,605.6492,1000.4375,Northwest,United States,North America,Road Bikes,Bikes,September,37,Thursday,Autumn,1000.4375,394.78830000000005
1,Sport-100,12.0278,33.6442,Canada,Canada,North America,Helmets,Accessories,September,37,Thursday,Autumn,33.6442,21.6164
1,Road Bottle Cage,3.3623,8.99,Canada,Canada,North America,Bottles and Cages,Accessories,September,37,Thursday,Autumn,8.99,5.627700000000001
1,Road Tire Tube,1.4923,3.99,Canada,Canada,North America,Tires and Tubes,Accessories,September,37,Thursday,Autumn,3.99,2.4977
1,Road Tire Tube,1.4923,3.99,United Kingdom,United Kingdom,Europe,Tires and Tubes,Accessories,September,37,Thursday,Autumn,3.99,2.4977
1,Touring Tire Tube,1.8663,4.99,United Kingdom,United Kingdom,Europe,Tires and Tubes,Accessories,September,37,Thursday,Autumn,4.99,3.1237000000000004
1,Mountain Bottle Cage,3.7363,9.99,Northwest,United States,North America,Bottles and Cages,Accessories,September,37,Friday,Autumn,9.99,6.2537
1,HL Mountain Tire,13.09,35.0,Northwest,United States,North America,Tires and Tubes,Accessories,September,37,Friday,Autumn,35.0,21.91
1,Water Bottle,1.8663,4.99,Southwest,United States,North America,Bottles and Cages,Accessories,September,37,Friday,Autumn,4.99,3.1237000000000004
2,Mountain Bottle Cage,7.4726,9.99,Canada,Canada,North America,Bottles and Cages,Accessories,September,37,Friday,Autumn,19.98,12.5074
1,Road Tire Tube,1.4923,3.99,Canada,Canada,North America,Tires and Tubes,Accessories,September,37,Friday,Autumn,3.99,2.4977
1,Half-Finger Gloves,9.7136,23.5481,Southwest,United States,North America,Gloves,Clothing,September,37,Saturday,Autumn,23.5481,13.834500000000002
1,Half-Finger Gloves,9.7136,23.5481,Canada,Canada,North America,Gloves,Clothing,September,37,Saturday,Autumn,23.5481,13.834500000000002
1,Sport-100,13.0863,34.99,Germany,Germany,Europe,Helmets,Accessories,September,37,Saturday,Autumn,34.99,21.9037
1,HL Road Tire,12.1924,32.6,Northwest,United States,North America,Tires and Tubes,Accessories,September,37,Sunday,Autumn,32.6,20.407600000000002
1,Road-250,1320.6838,2181.5625,Germany,Germany,Europe,Road Bikes,Bikes,September,37,Sunday,Autumn,2181.5625,860.8787
1,Road Tire Tube,1.4923,3.99,Australia,Australia,Pacific,Tires and Tubes,Accessories,September,37,Sunday,Autumn,3.99,2.4977
1,Sport-100,12.0278,33.6442,Northwest,United States,North America,Helmets,Accessories,September,38,Monday,Autumn,33.6442,21.6164
1,Road-550-W,605.6492,1000.4375,Northwest,United States,North America,Road Bikes,Bikes,September,38,Monday,Autumn,1000.4375,394.78830000000005
1,Mountain Tire Tube,1.8663,4.99,Northwest,United States,North America,Tires and Tubes,Accessories,September,38,Monday,Autumn,4.99,3.1237000000000004
1,LL Road Tire,8.0373,21.49,Canada,Canada,North America,Tires and Tubes,Accessories,September,38,Monday,Autumn,21.49,13.452699999999998
1,Road-350-W,1082.51,1700.99,United Kingdom,United Kingdom,Europe,Road Bikes,Bikes,September,38,Monday,Autumn,1700.99,618.48
1,Road-550-W,605.6492,1000.4375,Canada,Canada,North America,Road Bikes,Bikes,September,38,Tuesday,Autumn,1000.4375,394.78830000000005
1,Road Bottle Cage,3.3623,8.99,Canada,Canada,North America,Bottles and Cages,Accessories,September,38,Tuesday,Autumn,8.99,5.627700000000001
1,Water Bottle,1.8663,4.99,United Kingdom,United Kingdom,Europe,Bottles and Cages,Accessories,September,38,Tuesday,Autumn,4.99,3.1237000000000004
1,LL Road Tire,8.0373,21.49,United Kingdom,United Kingdom,Europe,Tires and Tubes,Accessories,September,38,Tuesday,Autumn,21.49,13.452699999999998
1,LL Road Tire,8.0373,21.49,Northwest,United States,North America,Tires and Tubes,Accessories,September,38,Wednesday,Autumn,21.49,13.452699999999998
1,Water Bottle,1.8663,4.99,Southwest,United States,North America,Bottles and Cages,Accessories,September,38,Wednesday,Autumn,4.99,3.1237000000000004
1,Patch kit,0.8565,2.29,France,France,Europe,Tires and Tubes,Accessories,September,38,Wednesday,Autumn,2.29,1.4335
1,Road Tire Tube,1.4923,3.99,France,France,Europe,Tires and Tubes,Accessories,September,38,Wednesday,Autumn,3.99,2.4977
1,LL Mountain Tire,9.3463,24.99,Southwest,United States,North America,Tires and Tubes,Accessories,September,38,Thursday,Autumn,24.99,15.643699999999999
1,Water Bottle,1.8663,4.99,Southwest,United States,North America,Bottles and Cages,Accessories,September,38,Friday,Autumn,4.99,3.1237000000000004
1,Half-Finger Gloves,9.7136,23.5481,Canada,Canada,North America,Gloves,Clothing,September,38,Friday,Autumn,23.5481,13.834500000000002
1,Short-Sleeve Classic Jersey,41.5723,53.99,Germany,Germany,Europe,Jerseys,Clothing,September,38,Friday,Autumn,53.99,12.417700000000004
1,Touring Tire,10.8423,28.99,United Kingdom,United Kingdom,Europe,Tires and Tubes,Accessories,September,38,Friday,Autumn,28.99,18.1477
1,Touring-1000,1481.9379,2384.07,United Kingdom,United Kingdom,Europe,Touring Bikes,Bikes,September,38,Friday,Autumn,2384.07,902.1321000000003
1,Long-Sleeve Logo Jersey,31.7244,48.0673,Northwest,United States,North America,Jerseys,Clothing,September,38,Saturday,Autumn,48.0673,16.342900000000004
1,LL Mountain Tire,9.3463,24.99,Northwest,United States,North America,Tires and Tubes,Accessories,September,38,Saturday,Autumn,24.99,15.643699999999999
1,Women's Mountain Shorts,26.1763,69.99,Canada,Canada,North America,Shorts,Clothing,September,38,Saturday,Autumn,69.99,43.8137
1,Sport-100,12.0278,33.6442,United Kingdom,United Kingdom,Europe,Helmets,Accessories,September,38,Saturday,Autumn,33.6442,21.6164
1,ML Road Tire,9.3463,24.99,Northwest,United States,North America,Tires and Tubes,Accessories,September,38,Sunday,Autumn,24.99,15.643699999999999
1,Mountain Tire Tube,1.8663,4.99,France,France,Europe,Tires and Tubes,Accessories,September,38,Sunday,Autumn,4.99,3.1237000000000004
1,Hitch Rack - 4-Bike,44.88,120.0,Northwest,United States,North America,Bike Racks,Accessories,September,39,Monday,Autumn,120.0,75.12
1,LL Road Tire,8.0373,21.49,Northwest,United States,North America,Tires and Tubes,Accessories,September,39,Monday,Autumn,21.49,13.452699999999998
1,Mountain-500,308.2179,564.99,Northwest,United States,North America,Mountain Bikes,Bikes,September,39,Monday,Autumn,564.99,256.7721
1,Water Bottle,1.8663,4.99,Southwest,United States,North America,Bottles and Cages,Accessories,September,39,Monday,Autumn,4.99,3.1237000000000004
1,Fender Set - Mountain,8.2205,21.98,Southwest,United States,North America,Fenders,Accessories,September,39,Monday,Autumn,21.98,13.759500000000001
1,Sport-100,12.0278,33.6442,Canada,Canada,North America,Helmets,Accessories,September,39,Monday,Autumn,33.6442,21.6164
1,Road Tire Tube,1.4923,3.99,Germany,Germany,Europe,Tires and Tubes,Accessories,September,39,Monday,Autumn,3.99,2.4977
1,ML Mountain Tire,11.2163,29.99,Germany,Germany,Europe,Tires and Tubes,Accessories,September,39,Monday,Autumn,29.99,18.773699999999998
1,Road-350-W,1082.51,1700.99,Germany,Germany,Europe,Road Bikes,Bikes,September,39,Monday,Autumn,1700.99,618.48
1,Short-Sleeve Classic Jersey,41.5723,53.99,Australia,Australia,Pacific,Jerseys,Clothing,September,39,Monday,Autumn,53.99,12.417700000000004
1,Mountain Tire Tube,1.8663,4.99,Germany,Germany,Europe,Tires and Tubes,Accessories,September,39,Tuesday,Autumn,4.99,3.1237000000000004
1,Long-Sleeve Logo Jersey,31.7244,48.0673,United Kingdom,United Kingdom,Europe,Jerseys,Clothing,September,39,Tuesday,Autumn,48.0673,16.342900000000004
1,Water Bottle,1.8663,4.99,Northwest,United States,North America,Bottles and Cages,Accessories,September,39,Wednesday,Autumn,4.99,3.1237000000000004
1,Mountain Tire Tube,1.8663,4.99,Canada,Canada,North America,Tires and Tubes,Accessories,September,39,Wednesday,Autumn,4.99,3.1237000000000004
1,Long-Sleeve Logo Jersey,31.7244,48.0673,Germany,Germany,Europe,Jerseys,Clothing,September,39,Wednesday,Autumn,48.0673,16.342900000000004
1,Cycling Cap,5.7052,8.6442,Australia,Australia,Pacific,Caps,Clothing,September,39,Wednesday,Autumn,8.6442,2.939
1,Mountain Tire Tube,1.8663,4.99,Canada,Canada,North America,Tires and Tubes,Accessories,September,39,Thursday,Autumn,4.99,3.1237000000000004
1,HL Road Tire,12.1924,32.6,United Kingdom,United Kingdom,Europe,Tires and Tubes,Accessories,September,39,Thursday,Autumn,32.6,20.407600000000002
1,Classic Vest,23.749,63.5,Northwest,United States,North America,Vests,Clothing,September,39,Friday,Autumn,63.5,39.751000000000005
1,Road-750,343.6496,539.99,Southwest,United States,North America,Road Bikes,Bikes,September,39,Friday,Autumn,539.99,196.3404
2,Mountain Tire Tube,3.7326,4.99,Canada,Canada,North America,Tires and Tubes,Accessories,September,39,Friday,Autumn,9.98,6.247400000000001
1,LL Road Tire,8.0373,21.49,Germany,Germany,Europe,Tires and Tubes,Accessories,September,39,Friday,Autumn,21.49,13.452699999999998
1,Road-750,343.6496,539.99,Australia,Australia,Pacific,Road Bikes,Bikes,September,39,Friday,Autumn,539.99,196.3404
1,Mountain Tire Tube,1.8663,4.99,United Kingdom,United Kingdom,Europe,Tires and Tubes,Accessories,September,39,Friday,Autumn,4.99,3.1237000000000004
1,Mountain Bottle Cage,3.7363,9.99,Southwest,United States,North America,Bottles and Cages,Accessories,October,39,Saturday,Autumn,9.99,6.2537
1,Long-Sleeve Logo Jersey,31.7244,48.0673,Canada,Canada,North America,Jerseys,Clothing,October,39,Saturday,Autumn,48.0673,16.342900000000004
1,Mountain-200,1105.81,2049.0982,United Kingdom,United Kingdom,Europe,Mountain Bikes,Bikes,October,39,Saturday,Autumn,2049.0982,943.2882
1,Water Bottle,1.8663,4.99,United Kingdom,United Kingdom,Europe,Bottles and Cages,Accessories,October,39,Saturday,Autumn,4.99,3.1237000000000004
1,Mountain Tire Tube,1.8663,4.99,United Kingdom,United Kingdom,Europe,Tires and Tubes,Accessories,October,39,Saturday,Autumn,4.99,3.1237000000000004
1,Patch kit,0.8565,2.29,Northwest,United States,North America,Tires and Tubes,Accessories,October,39,Sunday,Autumn,2.29,1.4335
1,LL Mountain Tire,9.3463,24.99,Northwest,United States,North America,Tires and Tubes,Accessories,October,39,Sunday,Autumn,24.99,15.643699999999999
1,Sport-100,13.0863,34.99,Southwest,United States,North America,Helmets,Accessories,October,39,Sunday,Autumn,34.99,21.9037
1,Road Tire Tube,1.4923,3.99,Southwest,United States,North America,Tires and Tubes,Accessories,October,39,Sunday,Autumn,3.99,2.4977
1,Sport-100,12.0278,33.6442,Australia,Australia,Pacific,Helmets,Accessories,October,39,Sunday,Autumn,33.6442,21.6164
1,Road Tire Tube,1.4923,3.99,United Kingdom,United Kingdom,Europe,Tires and Tubes,Accessories,October,39,Sunday,Autumn,3.99,2.4977
1,Mountain-200,1117.8559,2071.4196,Germany,Germany,Europe,Mountain Bikes,Bikes,October,40,Monday,Autumn,2071.4196,953.5637000000002
1,Road Bottle Cage,3.3623,8.99,Southwest,United States,North America,Bottles and Cages,Accessories,October,40,Tuesday,Autumn,8.99,5.627700000000001
1,Hydration Pack,20.5663,54.99,Southwest,United States,North America,Hydration Packs,Accessories,October,40,Tuesday,Autumn,54.99,34.423700000000004
1,Patch kit,0.8565,2.29,Canada,Canada,North America,Tires and Tubes,Accessories,October,40,Tuesday,Autumn,2.29,1.4335
1,Sport-100,13.0863,34.99,Australia,Australia,Pacific,Helmets,Accessories,October,40,Tuesday,Autumn,34.99,21.9037
1,Fender Set - Mountain,8.2205,21.98,Northwest,United States,North America,Fenders,Accessories,October,40,Wednesday,Autumn,21.98,13.759500000000001
1,Patch kit,0.8565,2.29,Canada,Canada,North America,Tires and Tubes,Accessories,October,40,Wednesday,Autumn,2.29,1.4335
1,Half-Finger Gloves,9.7136,23.5481,United Kingdom,United Kingdom,Europe,Gloves,Clothing,October,40,Wednesday,Autumn,23.5481,13.834500000000002
1,Fender Set - Mountain,8.2205,21.98,Southwest,United States,North America,Fenders,Accessories,October,40,Thursday,Autumn,21.98,13.759500000000001
1,Cycling Cap,5.7052,8.6442,Australia,Australia,Pacific,Caps,Clothing,October,40,Thursday,Autumn,8.6442,2.939
1,Mountain-200,1105.81,2049.0982,Australia,Australia,Pacific,Mountain Bikes,Bikes,October,40,Thursday,Autumn,2049.0982,943.2882
1,Water Bottle,1.8663,4.99,Australia,Australia,Pacific,Bottles and Cages,Accessories,October,40,Thursday,Autumn,4.99,3.1237000000000004
1,Mountain Bottle Cage,3.7363,9.99,Australia,Australia,Pacific,Bottles and Cages,Accessories,October,40,Thursday,Autumn,9.99,6.2537
1,Short-Sleeve Classic Jersey,41.5723,53.99,Australia,Australia,Pacific,Jerseys,Clothing,October,40,Thursday,Autumn,53.99,12.417700000000004
1,LL Road Tire,8.0373,21.49,Canada,Canada,North America,Tires and Tubes,Accessories,October,40,Friday,Autumn,21.49,13.452699999999998
1,Long-Sleeve Logo Jersey,31.7244,48.0673,United Kingdom,United Kingdom,Europe,Jerseys,Clothing,October,40,Friday,Autumn,48.0673,16.342900000000004
1,ML Mountain Tire,11.2163,29.99,Northwest,United States,North America,Tires and Tubes,Accessories,October,40,Saturday,Autumn,29.99,18.773699999999998
1,Water Bottle,1.8663,4.99,Southwest,United States,North America,Bottles and Cages,Accessories,October,40,Saturday,Autumn,4.99,3.1237000000000004
1,Patch kit,0.8565,2.29,Australia,Australia,Pacific,Tires and Tubes,Accessories,October,40,Saturday,Autumn,2.29,1.4335
1,HL Road Tire,12.1924,32.6,Australia,Australia,Pacific,Tires and Tubes,Accessories,October,40,Saturday,Autumn,32.6,20.407600000000002
1,Cycling Cap,5.7052,8.6442,Northwest,United States,North America,Caps,Clothing,October,40,Sunday,Autumn,8.6442,2.939
1,Mountain Bottle Cage,3.7363,9.99,Northwest,United States,North America,Bottles and Cages,Accessories,October,40,Sunday,Autumn,9.99,6.2537
1,Cycling Cap,5.7052,8.6442,Southwest,United States,North America,Caps,Clothing,October,40,Sunday,Autumn,8.6442,2.939
1,Long-Sleeve Logo Jersey,31.7244,48.0673,France,France,Europe,Jerseys,Clothing,October,40,Sunday,Autumn,48.0673,16.342900000000004
1,Touring Tire Tube,1.8663,4.99,France,France,Europe,Tires and Tubes,Accessories,October,40,Sunday,Autumn,4.99,3.1237000000000004
1,Long-Sleeve Logo Jersey,31.7244,48.0673,Germany,Germany,Europe,Jerseys,Clothing,October,40,Sunday,Autumn,48.0673,16.342900000000004
1,Water Bottle,1.8663,4.99,Australia,Australia,Pacific,Bottles and Cages,Accessories,October,40,Sunday,Autumn,4.99,3.1237000000000004
1,Half-Finger Gloves,9.7136,23.5481,United Kingdom,United Kingdom,Europe,Gloves,Clothing,October,40,Sunday,Autumn,23.5481,13.834500000000002
1,Patch kit,0.8565,2.29,United Kingdom,United Kingdom,Europe,Tires and Tubes,Accessories,October,40,Sunday,Autumn,2.29,1.4335
1,Road Tire Tube,1.4923,3.99,United Kingdom,United Kingdom,Europe,Tires and Tubes,Accessories,October,40,Sunday,Autumn,3.99,2.4977
1,Long-Sleeve Logo Jersey,31.7244,48.0673,Southwest,United States,North America,Jerseys,Clothing,October,41,Monday,Autumn,48.0673,16.342900000000004
1,Half-Finger Gloves,9.7136,23.5481,Southwest,United States,North America,Gloves,Clothing,October,41,Monday,Autumn,23.5481,13.834500000000002
1,HL Mountain Tire,13.09,35.0,Southwest,United States,North America,Tires and Tubes,Accessories,October,41,Monday,Autumn,35.0,21.91
1,Mountain Bottle Cage,3.7363,9.99,Australia,Australia,Pacific,Bottles and Cages,Accessories,October,41,Monday,Autumn,9.99,6.2537
1,Road Tire Tube,1.4923,3.99,Australia,Australia,Pacific,Tires and Tubes,Accessories,October,41,Monday,Autumn,3.99,2.4977
1,LL Mountain Tire,9.3463,24.99,Australia,Australia,Pacific,Tires and Tubes,Accessories,October,41,Monday,Autumn,24.99,15.643699999999999
1,Road Bottle Cage,3.3623,8.99,United Kingdom,United Kingdom,Europe,Bottles and Cages,Accessories,October,41,Monday,Autumn,8.99,5.627700000000001
1,LL Mountain Tire,9.3463,24.99,United Kingdom,United Kingdom,Europe,Tires and Tubes,Accessories,October,41,Monday,Autumn,24.99,15.643699999999999
1,Road-350-W,1082.51,1700.99,Northwest,United States,North America,Road Bikes,Bikes,October,41,Tuesday,Autumn,1700.99,618.48
1,Mountain Tire Tube,1.8663,4.99,Southwest,United States,North America,Tires and Tubes,Accessories,October,41,Tuesday,Autumn,4.99,3.1237000000000004
1,Mountain-500,294.5797,539.99,Canada,Canada,North America,Mountain Bikes,Bikes,October,41,Tuesday,Autumn,539.99,245.4103
1,Touring Tire Tube,1.8663,4.99,Australia,Australia,Pacific,Tires and Tubes,Accessories,October,41,Tuesday,Autumn,4.99,3.1237000000000004
1,Women's Mountain Shorts,26.1763,69.99,Canada,Canada,North America,Shorts,Clothing,October,41,Wednesday,Autumn,69.99,43.8137
1,HL Mountain Tire,13.09,35.0,Canada,Canada,North America,Tires and Tubes,Accessories,October,41,Wednesday,Autumn,35.0,21.91
1,ML Road Tire,9.3463,24.99,Canada,Canada,North America,Tires and Tubes,Accessories,October,41,Wednesday,Autumn,24.99,15.643699999999999
1,Mountain-200,1105.81,2049.0982,Australia,Australia,Pacific,Mountain Bikes,Bikes,October,41,Wednesday,Autumn,2049.0982,943.2882
1,Sport-100,13.0863,34.99,United Kingdom,United Kingdom,Europe,Helmets,Accessories,October,41,Wednesday,Autumn,34.99,21.9037
1,Sport-100,12.0278,33.6442,United Kingdom,United Kingdom,Europe,Helmets,Accessories,October,41,Wednesday,Autumn,33.6442,21.6164
1,Cycling Cap,5.7052,8.6442,Australia,Australia,Pacific,Caps,Clothing,October,41,Thursday,Autumn,8.6442,2.939
1,Road-550-W,605.6492,1000.4375,Australia,Australia,Pacific,Road Bikes,Bikes,October,41,Thursday,Autumn,1000.4375,394.78830000000005
1,HL Road Tire,12.1924,32.6,United Kingdom,United Kingdom,Europe,Tires and Tubes,Accessories,October,41,Thursday,Autumn,32.6,20.407600000000002
1,Road-350-W,1082.51,1700.99,Northwest,United States,North America,Road Bikes,Bikes,October,41,Friday,Autumn,1700.99,618.48
1,Sport-100,12.0278,33.6442,Southwest,United States,North America,Helmets,Accessories,October,41,Friday,Autumn,33.6442,21.6164
1,Water Bottle,1.8663,4.99,Australia,Australia,Pacific,Bottles and Cages,Accessories,October,41,Friday,Autumn,4.99,3.1237000000000004
1,Road-750,343.6496,539.99,Northwest,United States,North America,Road Bikes,Bikes,October,41,Saturday,Autumn,539.99,196.3404
1,Mountain-200,1117.8559,2071.4196,United Kingdom,United Kingdom,Europe,Mountain Bikes,Bikes,October,41,Saturday,Autumn,2071.4196,953.5637000000002
1,Road Bottle Cage,3.3623,8.99,Southwest,United States,North America,Bottles and Cages,Accessories,October,41,Sunday,Autumn,8.99,5.627700000000001
