OrderQuantity,ProductName,ModelName,ProductCost,ProductPrice,Region,Country,Continent,SubcategoryName,CategoryName,Month Name,Week,Day,Order Season,Profit
1,"Sport-100 Helmet, Red",Sport-100,13.0863,34.99,Australia,Australia,Pacific,Helmets,Accessories,August,32,Sunday,Summer,21.9037
1,Road Bottle Cage,Road Bottle Cage,3.3623,8.99,Australia,Australia,Pacific,Bottles and Cages,Accessories,August,32,Sunday,Summer,5.627700000000001
1,"Road-750 Black, 52",Road-750,343.6496,539.99,Australia,Australia,Pacific,Road Bikes,Bikes,August,32,Sunday,Summer,196.3404
2,AWC Logo Cap,Cycling Cap,11.4104,17.2884,Southwest,United States,North America,Caps,Clothing,August,32,Sunday,Summer,5.878
2,Water Bottle - 30 oz.,Water Bottle,3.7326,9.98,Southwest,United States,North America,Bottles and Cages,Accessories,August,32,Sunday,Summer,6.247400000000001
2,Mountain Bottle Cage,Mountain Bottle Cage,7.4726,19.98,Southwest,United States,North America,Bottles and Cages,Accessories,August,32,Sunday,Summer,12.5074
2,Mountain Tire Tube,Mountain Tire Tube,3.7326,9.98,Southwest,United States,North America,Tires and Tubes,Accessories,August,32,Sunday,Summer,6.247400000000001
2,LL Mountain Tire,LL Mountain Tire,18.6926,49.98,Southwest,United States,North America,Tires and Tubes,Accessories,August,32,Sunday,Summer,31.287399999999998
3,"Half-Finger Gloves, M",Half-Finger Gloves,29.1408,70.6443,Canada,Canada,North America,Gloves,Clothing,August,32,Sunday,Summer,41.5035
1,"Long-Sleeve Logo Jersey, XL",Long-Sleeve Logo Jersey,31.7244,48.0673,Canada,Canada,North America,Jerseys,Clothing,August,32,Sunday,Summer,16.342900000000004
2,Bike Wash - Dissolver,Bike Wash,5.9466,15.9,Australia,Australia,Pacific,Cleaners,Accessories,August,32,Sunday,Summer,9.9534
2,ML Road Tire,ML Road Tire,18.6926,49.98,Australia,Australia,Pacific,Tires and Tubes,Accessories,August,32,Sunday,Summer,31.287399999999998
2,Patch Kit/8 Patches,Patch kit,1.713,4.58,Northwest,United States,North America,Tires and Tubes,Accessories,August,32,Sunday,Summer,2.867
2,Road Bottle Cage,Road Bottle Cage,6.7246,17.98,Southwest,United States,North America,Bottles and Cages,Accessories,August,32,Sunday,Summer,11.255400000000002
1,"Road-550-W Yellow, 48",Road-550-W,605.6492,1000.4375,Southwest,United States,North America,Road Bikes,Bikes,August,32,Sunday,Summer,394.78830000000005
1,Hitch Rack - 4-Bike,Hitch Rack - 4-Bike,44.88,120.0,Southwest,United States,North America,Bike Racks,Accessories,August,32,Sunday,Summer,75.12
2,Patch Kit/8 Patches,Patch kit,1.713,4.58,Southwest,United States,North America,Tires and Tubes,Accessories,August,32,Sunday,Summer,2.867
1,All-Purpose Bike Stand,All-Purpose Bike Stand,59.466,159.0,Southwest,United States,North America,Bike Stands,Accessories,August,32,Sunday,Summer,99.53399999999999
1,HL Mountain Tire,HL Mountain Tire,13.09,35.0,Southwest,United States,North America,Tires and Tubes,Accessories,August,32,Sunday,Summer,21.91
1,"Road-750 Black, 58",Road-750,343.6496,539.99,United Kingdom,United Kingdom,Europe,Road Bikes,Bikes,August,32,Sunday,Summer,196.3404
1,Water Bottle - 30 oz.,Water Bottle,1.8663,4.99,Australia,Australia,Pacific,Bottles and Cages,Accessories,August,32,Sunday,Summer,3.1237000000000004
1,"Short-Sleeve Classic Jersey, XL",Short-Sleeve Classic Jersey,41.5723,53.99,Australia,Australia,Pacific,Jerseys,Clothing,August,32,Sunday,Summer,12.417700000000004
1,"Road-750 Black, 48",Road-750,343.6496,539.99,Australia,Australia,Pacific,Road Bikes,Bikes,August,32,Sunday,Summer,196.3404
2,"Half-Finger Gloves, M",Half-Finger Gloves,19.4272,47.0962,France,France,Europe,Gloves,Clothing,August,32,Sunday,Summer,27.669000000000004
2,Road Tire Tube,Road Tire Tube,2.9846,7.98,France,France,Europe,Tires and Tubes,Accessories,August,32,Sunday,Summer,4.9954
2,LL Road Tire,LL Road Tire,16.0746,42.98,France,France,Europe,Tires and Tubes,Accessories,August,32,Sunday,Summer,26.905399999999997
1,"Sport-100 Helmet, Red",Sport-100,13.0863,34.99,United Kingdom,United Kingdom,Europe,Helmets,Accessories,August,32,Sunday,Summer,21.9037
2,AWC Logo Cap,Cycling Cap,11.4104,17.2884,Australia,Australia,Pacific,Caps,Clothing,August,32,Sunday,Summer,5.878
2,Road Tire Tube,Road Tire Tube,2.9846,7.98,Australia,Australia,Pacific,Tires and Tubes,Accessories,August,32,Sunday,Summer,4.9954
2,Mountain Tire Tube,Mountain Tire Tube,3.7326,9.98,Canada,Canada,North America,Tires and Tubes,Accessories,August,32,Sunday,Summer,6.247400000000001
1,"Sport-100 Helmet, Black",Sport-100,12.0278,33.6442,United Kingdom,United Kingdom,Europe,Helmets,Accessories,August,32,Sunday,Summer,21.6164
1,"Road-750 Black, 52",Road-750,343.6496,539.99,France,France,Europe,Road Bikes,Bikes,August,32,Sunday,Summer,196.3404
2,LL Mountain Tire,LL Mountain Tire,18.6926,49.98,Canada,Canada,North America,Tires and Tubes,Accessories,August,32,Sunday,Summer,31.287399999999998
1,"Road-550-W Yellow, 44",Road-550-W,605.6492,1000.4375,Australia,Australia,Pacific,Road Bikes,Bikes,August,32,Sunday,Summer,394.78830000000005
3,Mountain Bottle Cage,Mountain Bottle Cage,11.2089,29.97,Canada,Canada,North America,Bottles and Cages,Accessories,August,32,Sunday,Summer,18.7611
1,Water Bottle - 30 oz.,Water Bottle,1.8663,4.99,Canada,Canada,North America,Bottles and Cages,Accessories,August,32,Sunday,Summer,3.1237000000000004
2,Fender Set - Mountain,Fender Set - Mountain,16.441,43.96,Southwest,United States,North America,Fenders,Accessories,August,32,Sunday,Summer,27.519000000000002
1,"Mountain-200 Black, 42",Mountain-200,1105.81,2049.0982,Southwest,United States,North America,Mountain Bikes,Bikes,August,32,Sunday,Summer,943.2882
2,Patch Kit/8 Patches,Patch kit,1.713,4.58,Canada,Canada,North America,Tires and Tubes,Accessories,August,32,Sunday,Summer,2.867
2,LL Road Tire,LL Road Tire,16.0746,42.98,Canada,Canada,North America,Tires and Tubes,Accessories,August,32,Sunday,Summer,26.905399999999997
3,LL Mountain Tire,LL Mountain Tire,28.038899999999998,74.97,Canada,Canada,North America,Tires and Tubes,Accessories,August,32,Sunday,Summer,46.9311
1,Mountain Tire Tube,Mountain Tire Tube,1.8663,4.99,Canada,Canada,North America,Tires and Tubes,Accessories,August,32,Sunday,Summer,3.1237000000000004
2,Touring Tire Tube,Touring Tire Tube,3.7326,9.98,Germany,Germany,Europe,Tires and Tubes,Accessories,August,32,Sunday,Summer,6.247400000000001
2,Touring Tire,Touring Tire,21.6846,57.98,Germany,Germany,Europe,Tires and Tubes,Accessories,August,32,Sunday,Summer,36.2954
2,Water Bottle - 30 oz.,Water Bottle,3.7326,9.98,Canada,Canada,North America,Bottles and Cages,Accessories,August,32,Sunday,Summer,6.247400000000001
1,Hydration Pack - 70 oz.,Hydration Pack,20.5663,54.99,Canada,Canada,North America,Hydration Packs,Accessories,August,32,Sunday,Summer,34.423700000000004
2,Water Bottle - 30 oz.,Water Bottle,3.7326,9.98,Germany,Germany,Europe,Bottles and Cages,Accessories,August,32,Sunday,Summer,6.247400000000001
2,Mountain Bottle Cage,Mountain Bottle Cage,7.4726,19.98,Germany,Germany,Europe,Bottles and Cages,Accessories,August,32,Sunday,Summer,12.5074
1,"Mountain-400-W Silver, 40",Mountain-400-W,419.7784,769.49,Germany,Germany,Europe,Mountain Bikes,Bikes,August,32,Sunday,Summer,349.71160000000003
3,Touring Tire Tube,Touring Tire Tube,5.5989,14.97,United Kingdom,United Kingdom,Europe,Tires and Tubes,Accessories,August,32,Sunday,Summer,9.3711
2,Fender Set - Mountain,Fender Set - Mountain,16.441,43.96,Canada,Canada,North America,Fenders,Accessories,August,32,Sunday,Summer,27.519000000000002
1,"Sport-100 Helmet, Black",Sport-100,12.0278,33.6442,Canada,Canada,North America,Helmets,Accessories,August,32,Sunday,Summer,21.6164
3,"Racing Socks, M",Racing Socks,10.0869,26.97,Canada,Canada,North America,Socks,Clothing,August,32,Sunday,Summer,16.8831
1,HL Mountain Tire,HL Mountain Tire,13.09,35.0,Canada,Canada,North America,Tires and Tubes,Accessories,August,32,Sunday,Summer,21.91
3,Patch Kit/8 Patches,Patch kit,2.5695,6.87,Australia,Australia,Pacific,Tires and Tubes,Accessories,August,32,Sunday,Summer,4.3004999999999995
2,LL Road Tire,LL Road Tire,16.0746,42.98,Australia,Australia,Pacific,Tires and Tubes,Accessories,August,32,Sunday,Summer,26.905399999999997
1,"Short-Sleeve Classic Jersey, M",Short-Sleeve Classic Jersey,41.5723,53.99,Australia,Australia,Pacific,Jerseys,Clothing,August,32,Sunday,Summer,12.417700000000004
2,AWC Logo Cap,Cycling Cap,11.4104,17.2884,Canada,Canada,North America,Caps,Clothing,August,32,Sunday,Summer,5.878
1,"Women's Mountain Shorts, S",Women's Mountain Shorts,26.1763,69.99,Canada,Canada,North America,Shorts,Clothing,August,32,Sunday,Summer,43.8137
1,"Long-Sleeve Logo Jersey, M",Long-Sleeve Logo Jersey,31.7244,48.0673,United Kingdom,United Kingdom,Europe,Jerseys,Clothing,August,32,Sunday,Summer,16.342900000000004
2,Fender Set - Mountain,Fender Set - Mountain,16.441,43.96,United Kingdom,United Kingdom,Europe,Fenders,Accessories,August,32,Sunday,Summer,27.519000000000002
1,"Mountain-200 Silver, 42",Mountain-200,1117.8559,2071.4196,United Kingdom,United Kingdom,Europe,Mountain Bikes,Bikes,August,32,Sunday,Summer,953.5637000000002
1,Mountain Bottle Cage,Mountain Bottle Cage,3.7363,9.99,United Kingdom,United Kingdom,Europe,Bottles and Cages,Accessories,August,32,Sunday,Summer,6.2537
1,LL Road Tire,LL Road Tire,8.0373,21.49,Australia,Australia,Pacific,Tires and Tubes,Accessories,August,32,Sunday,Summer,13.452699999999998
3,Mountain Tire Tube,Mountain Tire Tube,5.5989,14.97,Australia,Australia,Pacific,Tires and Tubes,Accessories,August,33,Monday,Summer,9.3711
1,"Sport-100 Helmet, Blue",Sport-100,12.0278,33.6442,Australia,Australia,Pacific,Helmets,Accessories,August,33,Monday,Summer,21.6164
1,"Racing Socks, M",Racing Socks,3.3623,8.99,Australia,Australia,Pacific,Socks,Clothing,August,33,Monday,Summer,5.627700000000001
2,Road Tire Tube,Road Tire Tube,2.9846,7.98,Germany,Germany,Europe,Tires and Tubes,Accessories,August,33,Monday,Summer,4.9954
1,"Sport-100 Helmet, Black",Sport-100,12.0278,33.6442,Germany,Germany,Europe,Helmets,Accessories,August,33,Monday,Summer,21.6164
3,Water Bottle - 30 oz.,Water Bottle,5.5989,14.97,Canada,Canada,North America,Bottles and Cages,Accessories,August,33,Monday,Summer,9.3711
2,Mountain Bottle Cage,Mountain Bottle Cage,7.4726,19.98,Canada,Canada,North America,Bottles and Cages,Accessories,August,33,Monday,Summer,12.5074
2,Fender Set - Mountain,Fender Set - Mountain,16.441,43.96,Canada,Canada,North America,Fenders,Accessories,August,33,Monday,Summer,27.519000000000002
1,Hydration Pack - 70 oz.,Hydration Pack,20.5663,54.99,Canada,Canada,North America,Hydration Packs,Accessories,August,33,Monday,Summer,34.423700000000004
2,"Half-Finger Gloves, S",Half-Finger Gloves,19.4272,47.0962,France,France,Europe,Gloves,Clothing,August,33,Monday,Summer,27.669000000000004
1,"Women's Mountain Shorts, M",Women's Mountain Shorts,26.1763,69.99,France,France,Europe,Shorts,Clothing,August,33,Monday,Summer,43.8137
2,Touring Tire,Touring Tire,21.6846,57.98,Southwest,United States,North America,Tires and Tubes,Accessories,August,33,Monday,Summer,36.2954
1,Road Tire Tube,Road Tire Tube,1.4923,3.99,Australia,Australia,Pacific,Tires and Tubes,Accessories,August,33,Monday,Summer,2.4977
1,HL Road Tire,HL Road Tire,12.1924,32.6,Australia,Australia,Pacific,Tires and Tubes,Accessories,August,33,Monday,Summer,20.407600000000002
1,"Sport-100 Helmet, Black",Sport-100,12.0278,33.6442,Southwest,United States,North America,Helmets,Accessories,August,33,Monday,Summer,21.6164
2,AWC Logo Cap,Cycling Cap,11.4104,17.2884,Canada,Canada,North America,Caps,Clothing,August,33,Monday,Summer,5.878
1,"Long-Sleeve Logo Jersey, M",Long-Sleeve Logo Jersey,31.7244,48.0673,Canada,Canada,North America,Jerseys,Clothing,August,33,Monday,Summer,16.342900000000004
1,"Road-550-W Yellow, 40",Road-550-W,605.6492,1000.4375,Canada,Canada,North America,Road Bikes,Bikes,August,33,Monday,Summer,394.78830000000005
2,Road Bottle Cage,Road Bottle Cage,6.7246,17.98,Northwest,United States,North America,Bottles and Cages,Accessories,August,33,Monday,Summer,11.255400000000002
2,Bike Wash - Dissolver,Bike Wash,5.9466,15.9,Northwest,United States,North America,Cleaners,Accessories,August,33,Monday,Summer,9.9534
1,"Touring-3000 Yellow, 44",Touring-3000,461.4448,742.35,Northwest,United States,North America,Touring Bikes,Bikes,August,33,Monday,Summer,280.90520000000004
2,AWC Logo Cap,Cycling Cap,11.4104,17.2884,United Kingdom,United Kingdom,Europe,Caps,Clothing,August,33,Monday,Summer,5.878
2,Mountain Tire Tube,Mountain Tire Tube,3.7326,9.98,Germany,Germany,Europe,Tires and Tubes,Accessories,August,33,Monday,Summer,6.247400000000001
1,"Sport-100 Helmet, Red",Sport-100,13.0863,34.99,Germany,Germany,Europe,Helmets,Accessories,August,33,Monday,Summer,21.9037
1,ML Mountain Tire,ML Mountain Tire,11.2163,29.99,Germany,Germany,Europe,Tires and Tubes,Accessories,August,33,Monday,Summer,18.773699999999998
2,Water Bottle - 30 oz.,Water Bottle,3.7326,9.98,United Kingdom,United Kingdom,Europe,Bottles and Cages,Accessories,August,33,Monday,Summer,6.247400000000001
2,Road Bottle Cage,Road Bottle Cage,6.7246,17.98,United Kingdom,United Kingdom,Europe,Bottles and Cages,Accessories,August,33,Monday,Summer,11.255400000000002
1,"Road-550-W Yellow, 42",Road-550-W,605.6492,1000.4375,United Kingdom,United Kingdom,Europe,Road Bikes,Bikes,August,33,Monday,Summer,394.78830000000005
1,"Short-Sleeve Classic Jersey, L",Short-Sleeve Classic Jersey,41.5723,53.99,United Kingdom,United Kingdom,Europe,Jerseys,Clothing,August,33,Monday,Summer,12.417700000000004
2,Road Tire Tube,Road Tire Tube,2.9846,7.98,Southwest,United States,North America,Tires and Tubes,Accessories,August,33,Monday,Summer,4.9954
1,HL Road Tire,HL Road Tire,12.1924,32.6,Southwest,United States,North America,Tires and Tubes,Accessories,August,33,Monday,Summer,20.407600000000002
2,Road Tire Tube,Road Tire Tube,2.9846,7.98,France,France,Europe,Tires and Tubes,Accessories,August,33,Monday,Summer,4.9954
1,"Sport-100 Helmet, Black",Sport-100,12.0278,33.6442,France,France,Europe,Helmets,Accessories,August,33,Monday,Summer,21.6164
1,"Long-Sleeve Logo Jersey, S",Long-Sleeve Logo Jersey,31.7244,48.0673,Canada,Canada,North America,Jerseys,Clothing,August,33,Monday,Summer,16.342900000000004
1,Fender Set - Mountain,Fender Set - Mountain,8.2205,21.98,Canada,Canada,North America,Fenders,Accessories,August,33,Monday,Summer,13.759500000000001
3,LL Road Tire,LL Road Tire,24.1119,64.47,Germany,Germany,Europe,Tires and Tubes,Accessories,August,33,Monday,Summer,40.3581
1,"Short-Sleeve Classic Jersey, M",Short-Sleeve Classic Jersey,41.5723,53.99,United Kingdom,United Kingdom,Europe,Jerseys,Clothing,August,33,Monday,Summer,12.417700000000004
2,"Racing Socks, L",Racing Socks,6.7246,17.98,France,France,Europe,Socks,Clothing,August,33,Monday,Summer,11.255400000000002
2,Mountain Tire Tube,Mountain Tire Tube,3.7326,9.98,France,France,Europe,Tires and Tubes,Accessories,August,33,Monday,Summer,6.247400000000001
1,"Long-Sleeve Logo Jersey, S",Long-Sleeve Logo Jersey,31.7244,48.0673,France,France,Europe,Jerseys,Clothing,August,33,Monday,Summer,16.342900000000004
1,"Mountain-200 Silver, 42",Mountain-200,1117.8559,2071.4196,France,France,Europe,Mountain Bikes,Bikes,August,33,Monday,Summer,953.5637000000002
1,HL Mountain Tire,HL Mountain Tire,13.09,35.0,France,France,Europe,Tires and Tubes,Accessories,August,33,Monday,Summer,21.91
2,Patch Kit/8 Patches,Patch kit,1.713,4.58,Australia,Australia,Pacific,Tires and Tubes,Accessories,August,33,Monday,Summer,2.867
2,ML Road Tire,ML Road Tire,18.6926,49.98,Australia,Australia,Pacific,Tires and Tubes,Accessories,August,33,Monday,Summer,31.287399999999998
3,Mountain Tire Tube,Mountain Tire Tube,5.5989,14.97,Southwest,United States,North America,Tires and Tubes,Accessories,August,33,Monday,Summer,9.3711
2,Patch Kit/8 Patches,Patch kit,1.713,4.58,Southwest,United States,North America,Tires and Tubes,Accessories,August,33,Monday,Summer,2.867
2,AWC Logo Cap,Cycling Cap,11.4104,17.2884,Australia,Australia,Pacific,Caps,Clothing,August,33,Monday,Summer,5.878
2,LL Road Tire,LL Road Tire,16.0746,42.98,United Kingdom,United Kingdom,Europe,Tires and Tubes,Accessories,August,33,Monday,Summer,26.905399999999997
1,"Sport-100 Helmet, Blue",Sport-100,12.0278,33.6442,United Kingdom,United Kingdom,Europe,Helmets,Accessories,August,33,Monday,Summer,21.6164
1,Road Tire Tube,Road Tire Tube,1.4923,3.99,United Kingdom,United Kingdom,Europe,Tires and Tubes,Accessories,August,33,Monday,Summer,2.4977
1,"Road-750 Black, 58",Road-750,343.6496,539.99,United Kingdom,United Kingdom,Europe,Road Bikes,Bikes,August,33,Monday,Summer,196.3404
3,Mountain Tire Tube,Mountain Tire Tube,5.5989,14.97,Northwest,United States,North America,Tires and Tubes,Accessories,August,33,Monday,Summer,9.3711
2,Patch Kit/8 Patches,Patch kit,1.713,4.58,Northwest,United States,North America,Tires and Tubes,Accessories,August,33,Monday,Summer,2.867
2,AWC Logo Cap,Cycling Cap,11.4104,17.2884,Germany,Germany,Europe,Caps,Clothing,August,33,Monday,Summer,5.878
2,LL Road Tire,LL Road Tire,16.0746,42.98,Germany,Germany,Europe,Tires and Tubes,Accessories,August,33,Monday,Summer,26.905399999999997
3,ML Mountain Tire,ML Mountain Tire,33.6489,89.97,Northwest,United States,North America,Tires and Tubes,Accessories,August,33,Monday,Summer,56.3211
2,Fender Set - Mountain,Fender Set - Mountain,16.441,43.96,Northwest,United States,North America,Fenders,Accessories,August,33,Monday,Summer,27.519000000000002
1,"Sport-100 Helmet, Blue",Sport-100,12.0278,33.6442,Northwest,United States,North America,Helmets,Accessories,August,33,Monday,Summer,21.6164
1,Mountain Tire Tube,Mountain Tire Tube,1.8663,4.99,Northwest,United States,North America,Tires and Tubes,Accessories,August,33,Monday,Summer,3.1237000000000004
1,"Mountain-400-W Silver, 42",Mountain-400-W,419.7784,769.49,Northwest,United States,North America,Mountain Bikes,Bikes,August,33,Monday,Summer,349.71160000000003
3,LL Road Tire,LL Road Tire,24.1119,64.47,United Kingdom,United Kingdom,Europe,Tires and Tubes,Accessories,August,33,Monday,Summer,40.3581
2,Patch Kit/8 Patches,Patch kit,1.713,4.58,United Kingdom,United Kingdom,Europe,Tires and Tubes,Accessories,August,33,Monday,Summer,2.867
2,Water Bottle - 30 oz.,Water Bottle,3.7326,9.98,Australia,Australia,Pacific,Bottles and Cages,Accessories,August,33,Monday,Summer,6.247400000000001
2,Mountain Bottle Cage,Mountain Bottle Cage,7.4726,19.98,Australia,Australia,Pacific,Bottles and Cages,Accessories,August,33,Monday,Summer,12.5074
2,"Racing Socks, L",Racing Socks,6.7246,17.98,Australia,Australia,Pacific,Socks,Clothing,August,33,Monday,Summer,11.255400000000002
2,Fender Set - Mountain,Fender Set - Mountain,16.441,43.96,Australia,Australia,Pacific,Fenders,Accessories,August,33,Monday,Summer,27.519000000000002
3,"Racing Socks, M",Racing Socks,10.0869,26.97,United Kingdom,United Kingdom,Europe,Socks,Clothing,August,33,Monday,Summer,16.8831
2,Mountain Tire Tube,Mountain Tire Tube,3.7326,9.98,United Kingdom,United Kingdom,Europe,Tires and Tubes,Accessories,August,33,Monday,Summer,6.247400000000001
3,LL Mountain Tire,LL Mountain Tire,28.038899999999998,74.97,Australia,Australia,Pacific,Tires and Tubes,Accessories,August,33,Monday,Summer,46.9311
2,Mountain Tire Tube,Mountain Tire Tube,3.7326,9.98,Australia,Australia,Pacific,Tires and Tubes,Accessories,August,33,Monday,Summer,6.247400000000001
3,Mountain Bottle Cage,Mountain Bottle Cage,11.2089,29.97,Australia,Australia,Pacific,Bottles and Cages,Accessories,August,33,Monday,Summer,18.7611
3,Fender Set - Mountain,Fender Set - Mountain,24.661499999999997,65.94,Australia,Australia,Pacific,Fenders,Accessories,August,33,Monday,Summer,41.2785
1,"Short-Sleeve Classic Jersey, S",Short-Sleeve Classic Jersey,41.5723,53.99,Australia,Australia,Pacific,Jerseys,Clothing,August,33,Monday,Summer,12.417700000000004
1,Water Bottle - 30 oz.,Water Bottle,1.8663,4.99,Southwest,United States,North America,Bottles and Cages,Accessories,August,33,Monday,Summer,3.1237000000000004
2,"Half-Finger Gloves, S",Half-Finger Gloves,19.4272,47.0962,Canada,Canada,North America,Gloves,Clothing,August,33,Monday,Summer,27.669000000000004
1,"Sport-100 Helmet, Red",Sport-100,13.0863,34.99,Canada,Canada,North America,Helmets,Accessories,August,33,Monday,Summer,21.9037
1,"Long-Sleeve Logo Jersey, S",Long-Sleeve Logo Jersey,31.7244,48.0673,United Kingdom,United Kingdom,Europe,Jerseys,Clothing,August,33,Monday,Summer,16.342900000000004
1,"Women's Mountain Shorts, L",Women's Mountain Shorts,26.1763,69.99,United Kingdom,United Kingdom,Europe,Shorts,Clothing,August,33,Monday,Summer,43.8137
2,Water Bottle - 30 oz.,Water Bottle,3.7326,9.98,France,France,Europe,Bottles and Cages,Accessories,August,33,Monday,Summer,6.247400000000001
2,Road Bottle Cage,Road Bottle Cage,6.7246,17.98,France,France,Europe,Bottles and Cages,Accessories,August,33,Monday,Summer,11.255400000000002
1,"Road-750 Black, 52",Road-750,343.6496,539.99,France,France,Europe,Road Bikes,Bikes,August,33,Monday,Summer,196.3404
2,Water Bottle - 30 oz.,Water Bottle,3.7326,9.98,Southwest,United States,North America,Bottles and Cages,Accessories,August,33,Monday,Summer,6.247400000000001
2,Mountain Bottle Cage,Mountain Bottle Cage,7.4726,19.98,Southwest,United States,North America,Bottles and Cages,Accessories,August,33,Monday,Summer,12.5074
3,"Racing Socks, L",Racing Socks,10.0869,26.97,Northwest,United States,North America,Socks,Clothing,August,33,Monday,Summer,16.8831
2,Road Tire Tube,Road Tire Tube,2.9846,7.98,Northwest,United States,North America,Tires and Tubes,Accessories,August,33,Monday,Summer,4.9954
2,Water Bottle - 30 oz.,Water Bottle,3.7326,9.98,Southeast,United States,North America,Bottles and Cages,Accessories,August,33,Monday,Summer,6.247400000000001
2,Patch Kit/8 Patches,Patch kit,1.713,4.58,Southeast,United States,North America,Tires and Tubes,Accessories,August,33,Monday,Summer,2.867
2,Mountain Tire Tube,Mountain Tire Tube,3.7326,9.98,Southwest,United States,North America,Tires and Tubes,Accessories,August,33,Tuesday,Summer,6.247400000000001
2,LL Mountain Tire,LL Mountain Tire,18.6926,49.98,Southwest,United States,North America,Tires and Tubes,Accessories,August,33,Tuesday,Summer,31.287399999999998
1,"Sport-100 Helmet, Blue",Sport-100,12.0278,33.6442,Southwest,United States,North America,Helmets,Accessories,August,33,Tuesday,Summer,21.6164
2,Patch Kit/8 Patches,Patch kit,1.713,4.58,Southwest,United States,North America,Tires and Tubes,Accessories,August,33,Tuesday,Summer,2.867
1,"Mountain-200 Silver, 46",Mountain-200,1117.8559,2071.4196,Southwest,United States,North America,Mountain Bikes,Bikes,August,33,Tuesday,Summer,953.5637000000002
2,AWC Logo Cap,Cycling Cap,11.4104,17.2884,France,France,Europe,Caps,Clothing,August,33,Tuesday,Summer,5.878
1,"Sport-100 Helmet, Red",Sport-100,13.0863,34.99,France,France,Europe,Helmets,Accessories,August,33,Tuesday,Summer,21.9037
1,"Touring-3000 Yellow, 62",Touring-3000,461.4448,742.35,France,France,Europe,Touring Bikes,Bikes,August,33,Tuesday,Summer,280.90520000000004
3,Bike Wash - Dissolver,Bike Wash,8.9199,23.85,Canada,Canada,North America,Cleaners,Accessories,August,33,Tuesday,Summer,14.930100000000001
1,Mountain Tire Tube,Mountain Tire Tube,1.8663,4.99,Canada,Canada,North America,Tires and Tubes,Accessories,August,33,Tuesday,Summer,3.1237000000000004
1,HL Mountain Tire,HL Mountain Tire,13.09,35.0,Canada,Canada,North America,Tires and Tubes,Accessories,August,33,Tuesday,Summer,21.91
2,Fender Set - Mountain,Fender Set - Mountain,16.441,43.96,Canada,Canada,North America,Fenders,Accessories,August,33,Tuesday,Summer,27.519000000000002
1,Hydration Pack - 70 oz.,Hydration Pack,20.5663,54.99,Canada,Canada,North America,Hydration Packs,Accessories,August,33,Tuesday,Summer,34.423700000000004
2,Mountain Tire Tube,Mountain Tire Tube,3.7326,9.98,Australia,Australia,Pacific,Tires and Tubes,Accessories,August,33,Tuesday,Summer,6.247400000000001
2,ML Mountain Tire,ML Mountain Tire,22.4326,59.98,Australia,Australia,Pacific,Tires and Tubes,Accessories,August,33,Tuesday,Summer,37.547399999999996
1,"Sport-100 Helmet, Black",Sport-100,12.0278,33.6442,Australia,Australia,Pacific,Helmets,Accessories,August,33,Tuesday,Summer,21.6164
3,Mountain Tire Tube,Mountain Tire Tube,5.5989,14.97,Germany,Germany,Europe,Tires and Tubes,Accessories,August,33,Tuesday,Summer,9.3711
2,LL Mountain Tire,LL Mountain Tire,18.6926,49.98,Germany,Germany,Europe,Tires and Tubes,Accessories,August,33,Tuesday,Summer,31.287399999999998
1,Hitch Rack - 4-Bike,Hitch Rack - 4-Bike,44.88,120.0,Germany,Germany,Europe,Bike Racks,Accessories,August,33,Tuesday,Summer,75.12
2,AWC Logo Cap,Cycling Cap,11.4104,17.2884,United Kingdom,United Kingdom,Europe,Caps,Clothing,August,33,Tuesday,Summer,5.878
2,Water Bottle - 30 oz.,Water Bottle,3.7326,9.98,United Kingdom,United Kingdom,Europe,Bottles and Cages,Accessories,August,33,Tuesday,Summer,6.247400000000001
2,Road Bottle Cage,Road Bottle Cage,6.7246,17.98,United Kingdom,United Kingdom,Europe,Bottles and Cages,Accessories,August,33,Tuesday,Summer,11.255400000000002
1,"Touring-2000 Blue, 46",Touring-2000,755.1508,1214.85,United Kingdom,United Kingdom,Europe,Touring Bikes,Bikes,August,33,Tuesday,Summer,459.6991999999999
2,Water Bottle - 30 oz.,Water Bottle,3.7326,9.98,Southwest,United States,North America,Bottles and Cages,Accessories,August,33,Tuesday,Summer,6.247400000000001
2,Fender Set - Mountain,Fender Set - Mountain,16.441,43.96,Southwest,United States,North America,Fenders,Accessories,August,33,Tuesday,Summer,27.519000000000002
1,"Sport-100 Helmet, Red",Sport-100,13.0863,34.99,Southwest,United States,North America,Helmets,Accessories,August,33,Tuesday,Summer,21.9037
1,Mountain Bottle Cage,Mountain Bottle Cage,3.7363,9.99,Southwest,United States,North America,Bottles and Cages,Accessories,August,33,Tuesday,Summer,6.2537
2,AWC Logo Cap,Cycling Cap,11.4104,17.2884,Northwest,United States,North America,Caps,Clothing,August,33,Tuesday,Summer,5.878
1,"Touring-3000 Yellow, 44",Touring-3000,461.4448,742.35,Northwest,United States,North America,Touring Bikes,Bikes,August,33,Tuesday,Summer,280.90520000000004
3,Road Bottle Cage,Road Bottle Cage,10.0869,26.97,Northwest,United States,North America,Bottles and Cages,Accessories,August,33,Tuesday,Summer,16.8831
2,Water Bottle - 30 oz.,Water Bottle,3.7326,9.98,Northwest,United States,North America,Bottles and Cages,Accessories,August,33,Tuesday,Summer,6.247400000000001
