OrderQuantity,ProductName,ModelName,ProductCost,ProductPrice,Region,Country,Continent,SubcategoryName,CategoryName,Year,Month Name,Week,Day,Order Season,Profit
1,"Road-650 Black, 44",Road-650,413.1463,699.0982,Australia,Australia,Pacific,Road Bikes,Bikes,2016,April,15,Sunday,Spring,285.9519
1,"Road-550-W Yellow, 38",Road-550-W,605.6492,1000.4375,Southwest,United States,North America,Road Bikes,Bikes,2016,April,15,Sunday,Spring,394.78830000000005
1,"Road-650 Red, 60",Road-650,413.1463,699.0982,Northwest,United States,North America,Road Bikes,Bikes,2016,April,15,Sunday,Spring,285.9519
1,"Road-250 Red, 58",Road-250,1320.6838,2181.5625,Germany,Germany,Europe,Road Bikes,Bikes,2016,April,15,Sunday,Spring,860.8787
1,"Mountain-200 Black, 38",Mountain-200,1105.81,2049.0982,Australia,Australia,Pacific,Mountain Bikes,Bikes,2016,April,15,Sunday,Spring,943.2882
1,"Road-550-W Yellow, 42",Road-550-W,605.6492,1000.4375,Southwest,United States,North America,Road Bikes,Bikes,2016,April,15,Sunday,Spring,394.78830000000005
1,"Road-250 Red, 58",Road-250,1320.6838,2181.5625,United Kingdom,United Kingdom,Europe,Road Bikes,Bikes,2016,April,16,Monday,Spring,860.8787
1,"Road-250 Red, 44",Road-250,1518.7864,2443.35,Australia,Australia,Pacific,Road Bikes,Bikes,2016,April,16,Monday,Spring,924.5636
1,"Mountain-200 Black, 46",Mountain-200,1105.81,2049.0982,Australia,Australia,Pacific,Mountain Bikes,Bikes,2016,April,16,Monday,Spring,943.2882
1,"Mountain-200 Black, 46",Mountain-200,1105.81,2049.0982,United Kingdom,United Kingdom,Europe,Mountain Bikes,Bikes,2016,April,16,Monday,Spring,943.2882
1,"Road-250 Black, 58",Road-250,1320.6838,2181.5625,Australia,Australia,Pacific,Road Bikes,Bikes,2016,April,16,Monday,Spring,860.8787
1,"Mountain-200 Black, 38",Mountain-200,1105.81,2049.0982,Germany,Germany,Europe,Mountain Bikes,Bikes,2016,April,16,Monday,Spring,943.2882
1,"Road-250 Red, 52",Road-250,1518.7864,2443.35,Australia,Australia,Pacific,Road Bikes,Bikes,2016,April,16,Monday,Spring,924.5636
1,"Mountain-200 Silver, 46",Mountain-200,1117.8559,2071.4196,Northwest,United States,North America,Mountain Bikes,Bikes,2016,April,16,Monday,Spring,953.5637000000002
1,"Mountain-200 Silver, 46",Mountain-200,1117.8559,2071.4196,Australia,Australia,Pacific,Mountain Bikes,Bikes,2016,April,16,Monday,Spring,953.5637000000002
1,"Road-650 Black, 44",Road-650,413.1463,699.0982,Southwest,United States,North America,Road Bikes,Bikes,2016,April,16,Monday,Spring,285.9519
1,"Mountain-200 Black, 46",Mountain-200,1105.81,2049.0982,Germany,Germany,Europe,Mountain Bikes,Bikes,2016,April,16,Tuesday,Spring,943.2882
1,"Road-650 Black, 58",Road-650,413.1463,699.0982,France,France,Europe,Road Bikes,Bikes,2016,April,16,Tuesday,Spring,285.9519
1,"Road-650 Red, 62",Road-650,413.1463,699.0982,Germany,Germany,Europe,Road Bikes,Bikes,2016,April,16,Tuesday,Spring,285.9519
1,"Road-650 Black, 48",Road-650,413.1463,699.0982,France,France,Europe,Road Bikes,Bikes,2016,April,16,Tuesday,Spring,285.9519
1,"Road-250 Red, 44",Road-250,1518.7864,2443.35,Australia,Australia,Pacific,Road Bikes,Bikes,2016,April,16,Tuesday,Spring,924.5636
1,"Mountain-200 Silver, 42",Mountain-200,1117.8559,2071.4196,Southwest,United States,North America,Mountain Bikes,Bikes,2016,April,16,Tuesday,Spring,953.5637000000002
1,"Road-250 Black, 44",Road-250,1320.6838,2181.5625,Australia,Australia,Pacific,Road Bikes,Bikes,2016,April,16,Tuesday,Spring,860.8787
1,"Road-650 Red, 58",Road-650,413.1463,699.0982,Southwest,United States,North America,Road Bikes,Bikes,2016,April,16,Wednesday,Spring,285.9519
1,"Mountain-200 Black, 38",Mountain-200,1105.81,2049.0982,Canada,Canada,North America,Mountain Bikes,Bikes,2016,April,16,Wednesday,Spring,943.2882
1,"Mountain-200 Black, 46",Mountain-200,1105.81,2049.0982,Australia,Australia,Pacific,Mountain Bikes,Bikes,2016,April,16,Wednesday,Spring,943.2882
1,"Road-650 Black, 60",Road-650,413.1463,699.0982,France,France,Europe,Road Bikes,Bikes,2016,April,16,Wednesday,Spring,285.9519
1,"Road-550-W Yellow, 48",Road-550-W,605.6492,1000.4375,France,France,Europe,Road Bikes,Bikes,2016,April,16,Wednesday,Spring,394.78830000000005
1,"Road-650 Red, 44",Road-650,413.1463,699.0982,France,France,Europe,Road Bikes,Bikes,2016,April,16,Wednesday,Spring,285.9519
1,"Mountain-200 Silver, 38",Mountain-200,1117.8559,2071.4196,Australia,Australia,Pacific,Mountain Bikes,Bikes,2016,April,16,Wednesday,Spring,953.5637000000002
1,"Mountain-200 Silver, 42",Mountain-200,1117.8559,2071.4196,France,France,Europe,Mountain Bikes,Bikes,2016,April,16,Wednesday,Spring,953.5637000000002
1,"Road-250 Black, 58",Road-250,1320.6838,2181.5625,France,France,Europe,Road Bikes,Bikes,2016,April,16,Wednesday,Spring,860.8787
1,"Road-250 Black, 52",Road-250,1320.6838,2181.5625,United Kingdom,United Kingdom,Europe,Road Bikes,Bikes,2016,April,16,Thursday,Spring,860.8787
1,"Road-650 Red, 52",Road-650,413.1463,699.0982,Northwest,United States,North America,Road Bikes,Bikes,2016,April,16,Thursday,Spring,285.9519
1,"Road-550-W Yellow, 42",Road-550-W,605.6492,1000.4375,Northwest,United States,North America,Road Bikes,Bikes,2016,April,16,Thursday,Spring,394.78830000000005
1,"Road-650 Red, 58",Road-650,413.1463,699.0982,Southwest,United States,North America,Road Bikes,Bikes,2016,April,16,Thursday,Spring,285.9519
1,"Road-650 Red, 60",Road-650,413.1463,699.0982,France,France,Europe,Road Bikes,Bikes,2016,April,16,Thursday,Spring,285.9519
1,"Road-650 Red, 60",Road-650,413.1463,699.0982,Northwest,United States,North America,Road Bikes,Bikes,2016,April,16,Friday,Spring,285.9519
1,"Road-250 Red, 48",Road-250,1518.7864,2443.35,France,France,Europe,Road Bikes,Bikes,2016,April,16,Friday,Spring,924.5636
1,"Road-550-W Yellow, 42",Road-550-W,605.6492,1000.4375,Northwest,United States,North America,Road Bikes,Bikes,2016,April,16,Friday,Spring,394.78830000000005
1,"Road-650 Black, 52",Road-650,413.1463,699.0982,Australia,Australia,Pacific,Road Bikes,Bikes,2016,April,16,Friday,Spring,285.9519
1,"Road-550-W Yellow, 48",Road-550-W,605.6492,1000.4375,Australia,Australia,Pacific,Road Bikes,Bikes,2016,April,16,Friday,Spring,394.78830000000005
1,"Road-250 Red, 52",Road-250,1518.7864,2443.35,Northwest,United States,North America,Road Bikes,Bikes,2016,April,16,Friday,Spring,924.5636
1,"Road-250 Black, 52",Road-250,1320.6838,2181.5625,Australia,Australia,Pacific,Road Bikes,Bikes,2016,April,16,Saturday,Spring,860.8787
1,"Road-650 Red, 62",Road-650,413.1463,699.0982,France,France,Europe,Road Bikes,Bikes,2016,April,16,Saturday,Spring,285.9519
1,"Road-250 Black, 44",Road-250,1320.6838,2181.5625,United Kingdom,United Kingdom,Europe,Road Bikes,Bikes,2016,April,16,Saturday,Spring,860.8787
1,"Road-250 Black, 44",Road-250,1320.6838,2181.5625,France,France,Europe,Road Bikes,Bikes,2016,April,16,Saturday,Spring,860.8787
1,"Road-650 Red, 48",Road-650,413.1463,699.0982,Australia,Australia,Pacific,Road Bikes,Bikes,2016,April,16,Saturday,Spring,285.9519
1,"Mountain-200 Black, 42",Mountain-200,1105.81,2049.0982,Northwest,United States,North America,Mountain Bikes,Bikes,2016,April,16,Saturday,Spring,943.2882
1,"Mountain-200 Silver, 38",Mountain-200,1117.8559,2071.4196,Southwest,United States,North America,Mountain Bikes,Bikes,2016,April,16,Sunday,Spring,953.5637000000002
1,"Mountain-200 Silver, 42",Mountain-200,1117.8559,2071.4196,Australia,Australia,Pacific,Mountain Bikes,Bikes,2016,April,16,Sunday,Spring,953.5637000000002
1,"Mountain-200 Silver, 46",Mountain-200,1117.8559,2071.4196,Northwest,United States,North America,Mountain Bikes,Bikes,2016,April,16,Sunday,Spring,953.5637000000002
1,"Road-250 Black, 52",Road-250,1320.6838,2181.5625,Germany,Germany,Europe,Road Bikes,Bikes,2016,April,16,Sunday,Spring,860.8787
1,"Mountain-200 Silver, 46",Mountain-200,1117.8559,2071.4196,Australia,Australia,Pacific,Mountain Bikes,Bikes,2016,April,16,Sunday,Spring,953.5637000000002
1,"Mountain-200 Black, 38",Mountain-200,1105.81,2049.0982,Australia,Australia,Pacific,Mountain Bikes,Bikes,2016,April,16,Sunday,Spring,943.2882
1,"Road-650 Red, 58",Road-650,413.1463,699.0982,United Kingdom,United Kingdom,Europe,Road Bikes,Bikes,2016,April,16,Sunday,Spring,285.9519
1,"Mountain-200 Silver, 38",Mountain-200,1117.8559,2071.4196,Australia,Australia,Pacific,Mountain Bikes,Bikes,2016,April,16,Sunday,Spring,953.5637000000002
1,"Road-650 Red, 52",Road-650,413.1463,699.0982,Northwest,United States,North America,Road Bikes,Bikes,2016,April,16,Sunday,Spring,285.9519
1,"Road-250 Red, 52",Road-250,1518.7864,2443.35,Australia,Australia,Pacific,Road Bikes,Bikes,2016,April,16,Sunday,Spring,924.5636
1,"Road-650 Black, 48",Road-650,413.1463,699.0982,Southwest,United States,North America,Road Bikes,Bikes,2016,April,16,Sunday,Spring,285.9519
1,"Road-250 Black, 52",Road-250,1320.6838,2181.5625,Northwest,United States,North America,Road Bikes,Bikes,2016,April,16,Sunday,Spring,860.8787
1,"Mountain-200 Black, 38",Mountain-200,1105.81,2049.0982,Northwest,United States,North America,Mountain Bikes,Bikes,2016,April,16,Sunday,Spring,943.2882
1,"Road-250 Black, 44",Road-250,1320.6838,2181.5625,Germany,Germany,Europe,Road Bikes,Bikes,2016,April,16,Sunday,Spring,860.8787
1,"Road-650 Red, 44",Road-650,413.1463,699.0982,France,France,Europe,Road Bikes,Bikes,2016,April,17,Monday,Spring,285.9519
1,"Road-550-W Yellow, 40",Road-550-W,605.6492,1000.4375,Germany,Germany,Europe,Road Bikes,Bikes,2016,April,17,Monday,Spring,394.78830000000005
1,"Mountain-200 Silver, 38",Mountain-200,1117.8559,2071.4196,Australia,Australia,Pacific,Mountain Bikes,Bikes,2016,April,17,Monday,Spring,953.5637000000002
1,"Mountain-200 Silver, 38",Mountain-200,1117.8559,2071.4196,Southwest,United States,North America,Mountain Bikes,Bikes,2016,April,17,Monday,Spring,953.5637000000002
1,"Road-650 Black, 48",Road-650,413.1463,699.0982,Southwest,United States,North America,Road Bikes,Bikes,2016,April,17,Monday,Spring,285.9519
1,"Mountain-200 Silver, 42",Mountain-200,1117.8559,2071.4196,Australia,Australia,Pacific,Mountain Bikes,Bikes,2016,April,17,Monday,Spring,953.5637000000002
1,"Road-650 Black, 62",Road-650,413.1463,699.0982,United Kingdom,United Kingdom,Europe,Road Bikes,Bikes,2016,April,17,Monday,Spring,285.9519
1,"Road-650 Red, 60",Road-650,413.1463,699.0982,Australia,Australia,Pacific,Road Bikes,Bikes,2016,April,17,Monday,Spring,285.9519
1,"Road-250 Black, 58",Road-250,1320.6838,2181.5625,United Kingdom,United Kingdom,Europe,Road Bikes,Bikes,2016,April,17,Monday,Spring,860.8787
1,"Road-250 Red, 44",Road-250,1518.7864,2443.35,Australia,Australia,Pacific,Road Bikes,Bikes,2016,April,17,Monday,Spring,924.5636
1,"Road-650 Red, 58",Road-650,413.1463,699.0982,Northwest,United States,North America,Road Bikes,Bikes,2016,April,17,Monday,Spring,285.9519
1,"Road-550-W Yellow, 48",Road-550-W,605.6492,1000.4375,Southwest,United States,North America,Road Bikes,Bikes,2016,April,17,Monday,Spring,394.78830000000005
1,"Mountain-200 Black, 46",Mountain-200,1105.81,2049.0982,France,France,Europe,Mountain Bikes,Bikes,2016,April,17,Monday,Spring,943.2882
1,"Road-250 Red, 48",Road-250,1518.7864,2443.35,Australia,Australia,Pacific,Road Bikes,Bikes,2016,April,17,Monday,Spring,924.5636
1,"Road-550-W Yellow, 44",Road-550-W,605.6492,1000.4375,Germany,Germany,Europe,Road Bikes,Bikes,2016,April,17,Tuesday,Spring,394.78830000000005
1,"Road-250 Black, 52",Road-250,1320.6838,2181.5625,Northwest,United States,North America,Road Bikes,Bikes,2016,April,17,Tuesday,Spring,860.8787
1,"Road-650 Black, 60",Road-650,413.1463,699.0982,Australia,Australia,Pacific,Road Bikes,Bikes,2016,April,17,Tuesday,Spring,285.9519
1,"Mountain-200 Black, 42",Mountain-200,1105.81,2049.0982,Southwest,United States,North America,Mountain Bikes,Bikes,2016,April,17,Tuesday,Spring,943.2882
1,"Road-550-W Yellow, 48",Road-550-W,605.6492,1000.4375,United Kingdom,United Kingdom,Europe,Road Bikes,Bikes,2016,April,17,Tuesday,Spring,394.78830000000005
1,"Road-650 Red, 48",Road-650,413.1463,699.0982,Northwest,United States,North America,Road Bikes,Bikes,2016,April,17,Tuesday,Spring,285.9519
1,"Mountain-200 Silver, 42",Mountain-200,1117.8559,2071.4196,Australia,Australia,Pacific,Mountain Bikes,Bikes,2016,April,17,Tuesday,Spring,953.5637000000002
1,"Road-650 Black, 44",Road-650,413.1463,699.0982,Australia,Australia,Pacific,Road Bikes,Bikes,2016,April,17,Tuesday,Spring,285.9519
1,"Road-650 Red, 58",Road-650,413.1463,699.0982,Canada,Canada,North America,Road Bikes,Bikes,2016,April,17,Tuesday,Spring,285.9519
1,"Mountain-200 Silver, 46",Mountain-200,1117.8559,2071.4196,Australia,Australia,Pacific,Mountain Bikes,Bikes,2016,April,17,Wednesday,Spring,953.5637000000002
1,"Mountain-200 Black, 38",Mountain-200,1105.81,2049.0982,Australia,Australia,Pacific,Mountain Bikes,Bikes,2016,April,17,Wednesday,Spring,943.2882
1,"Road-250 Black, 52",Road-250,1320.6838,2181.5625,Australia,Australia,Pacific,Road Bikes,Bikes,2016,April,17,Wednesday,Spring,860.8787
1,"Road-650 Black, 60",Road-650,413.1463,699.0982,United Kingdom,United Kingdom,Europe,Road Bikes,Bikes,2016,April,17,Wednesday,Spring,285.9519
1,"Road-650 Red, 58",Road-650,413.1463,699.0982,Southwest,United States,North America,Road Bikes,Bikes,2016,April,17,Wednesday,Spring,285.9519
1,"Road-650 Red, 58",Road-650,413.1463,699.0982,Australia,Australia,Pacific,Road Bikes,Bikes,2016,April,17,Wednesday,Spring,285.9519
1,"Road-250 Red, 58",Road-250,1320.6838,2181.5625,Germany,Germany,Europe,Road Bikes,Bikes,2016,April,17,Wednesday,Spring,860.8787
1,"Road-250 Black, 44",Road-250,1320.6838,2181.5625,Southwest,United States,North America,Road Bikes,Bikes,2016,April,17,Wednesday,Spring,860.8787
1,"Mountain-200 Silver, 38",Mountain-200,1117.8559,2071.4196,Australia,Australia,Pacific,Mountain Bikes,Bikes,2016,April,17,Wednesday,Spring,953.5637000000002
1,"Road-250 Red, 58",Road-250,1320.6838,2181.5625,Australia,Australia,Pacific,Road Bikes,Bikes,2016,April,17,Thursday,Spring,860.8787
1,"Road-250 Red, 58",Road-250,1320.6838,2181.5625,Southwest,United States,North America,Road Bikes,Bikes,2016,April,17,Thursday,Spring,860.8787
1,"Mountain-200 Silver, 46",Mountain-200,1117.8559,2071.4196,Australia,Australia,Pacific,Mountain Bikes,Bikes,2016,April,17,Thursday,Spring,953.5637000000002
1,"Road-550-W Yellow, 42",Road-550-W,605.6492,1000.4375,United Kingdom,United Kingdom,Europe,Road Bikes,Bikes,2016,April,17,Thursday,Spring,394.78830000000005
1,"Road-250 Black, 52",Road-250,1320.6838,2181.5625,Germany,Germany,Europe,Road Bikes,Bikes,2016,April,17,Thursday,Spring,860.8787
1,"Road-250 Black, 58",Road-250,1320.6838,2181.5625,United Kingdom,United Kingdom,Europe,Road Bikes,Bikes,2016,April,17,Thursday,Spring,860.8787
1,"Mountain-200 Silver, 42",Mountain-200,1117.8559,2071.4196,Northwest,United States,North America,Mountain Bikes,Bikes,2016,April,17,Thursday,Spring,953.5637000000002
1,"Road-550-W Yellow, 42",Road-550-W,605.6492,1000.4375,Australia,Australia,Pacific,Road Bikes,Bikes,2016,April,17,Friday,Spring,394.78830000000005
1,"Road-250 Red, 58",Road-250,1320.6838,2181.5625,Australia,Australia,Pacific,Road Bikes,Bikes,2016,April,17,Friday,Spring,860.8787
1,"Road-550-W Yellow, 40",Road-550-W,605.6492,1000.4375,France,France,Europe,Road Bikes,Bikes,2016,April,17,Friday,Spring,394.78830000000005
1,"Road-250 Black, 48",Road-250,1320.6838,2181.5625,France,France,Europe,Road Bikes,Bikes,2016,April,17,Friday,Spring,860.8787
1,"Road-650 Red, 60",Road-650,413.1463,699.0982,Australia,Australia,Pacific,Road Bikes,Bikes,2016,April,17,Friday,Spring,285.9519
1,"Road-250 Black, 44",Road-250,1320.6838,2181.5625,Australia,Australia,Pacific,Road Bikes,Bikes,2016,April,17,Friday,Spring,860.8787
1,"Road-250 Red, 58",Road-250,1320.6838,2181.5625,France,France,Europe,Road Bikes,Bikes,2016,April,17,Friday,Spring,860.8787
1,"Road-250 Red, 48",Road-250,1518.7864,2443.35,Germany,Germany,Europe,Road Bikes,Bikes,2016,April,17,Saturday,Spring,924.5636
1,"Mountain-200 Black, 42",Mountain-200,1105.81,2049.0982,Germany,Germany,Europe,Mountain Bikes,Bikes,2016,April,17,Saturday,Spring,943.2882
1,"Road-650 Red, 48",Road-650,413.1463,699.0982,Germany,Germany,Europe,Road Bikes,Bikes,2016,April,17,Saturday,Spring,285.9519
1,"Mountain-200 Black, 42",Mountain-200,1105.81,2049.0982,Australia,Australia,Pacific,Mountain Bikes,Bikes,2016,April,17,Saturday,Spring,943.2882
1,"Road-550-W Yellow, 42",Road-550-W,605.6492,1000.4375,Germany,Germany,Europe,Road Bikes,Bikes,2016,April,17,Saturday,Spring,394.78830000000005
1,"Road-650 Red, 62",Road-650,413.1463,699.0982,United Kingdom,United Kingdom,Europe,Road Bikes,Bikes,2016,April,17,Saturday,Spring,285.9519
1,"Mountain-200 Black, 42",Mountain-200,1105.81,2049.0982,France,France,Europe,Mountain Bikes,Bikes,2016,April,17,Saturday,Spring,943.2882
1,"Road-250 Black, 52",Road-250,1320.6838,2181.5625,Germany,Germany,Europe,Road Bikes,Bikes,2016,April,17,Saturday,Spring,860.8787
1,"Road-550-W Yellow, 42",Road-550-W,605.6492,1000.4375,Northwest,United States,North America,Road Bikes,Bikes,2016,April,17,Saturday,Spring,394.78830000000005
1,"Mountain-200 Silver, 42",Mountain-200,1117.8559,2071.4196,Southwest,United States,North America,Mountain Bikes,Bikes,2016,April,17,Saturday,Spring,953.5637000000002
1,"Road-650 Red, 48",Road-650,413.1463,699.0982,Australia,Australia,Pacific,Road Bikes,Bikes,2016,April,17,Saturday,Spring,285.9519
1,"Road-650 Red, 48",Road-650,413.1463,699.0982,Southwest,United States,North America,Road Bikes,Bikes,2016,May,17,Sunday,Spring,285.9519
1,"Mountain-200 Black, 42",Mountain-200,1105.81,2049.0982,Australia,Australia,Pacific,Mountain Bikes,Bikes,2016,May,17,Sunday,Spring,943.2882
1,"Mountain-200 Silver, 46",Mountain-200,1117.8559,2071.4196,Northwest,United States,North America,Mountain Bikes,Bikes,2016,May,17,Sunday,Spring,953.5637000000002
1,"Mountain-200 Silver, 46",Mountain-200,1117.8559,2071.4196,Australia,Australia,Pacific,Mountain Bikes,Bikes,2016,May,17,Sunday,Spring,953.5637000000002
1,"Road-250 Black, 52",Road-250,1320.6838,2181.5625,United Kingdom,United Kingdom,Europe,Road Bikes,Bikes,2016,May,17,Sunday,Spring,860.8787
1,"Mountain-200 Silver, 46",Mountain-200,1117.8559,2071.4196,France,France,Europe,Mountain Bikes,Bikes,2016,May,17,Sunday,Spring,953.5637000000002
1,"Road-650 Black, 52",Road-650,413.1463,699.0982,United Kingdom,United Kingdom,Europe,Road Bikes,Bikes,2016,May,17,Sunday,Spring,285.9519
1,"Mountain-200 Silver, 42",Mountain-200,1117.8559,2071.4196,Canada,Canada,North America,Mountain Bikes,Bikes,2016,May,17,Sunday,Spring,953.5637000000002
1,"Mountain-200 Silver, 46",Mountain-200,1117.8559,2071.4196,Southwest,United States,North America,Mountain Bikes,Bikes,2016,May,17,Sunday,Spring,953.5637000000002
1,"Mountain-200 Silver, 42",Mountain-200,1117.8559,2071.4196,France,France,Europe,Mountain Bikes,Bikes,2016,May,17,Sunday,Spring,953.5637000000002
1,"Road-650 Red, 60",Road-650,413.1463,699.0982,Northwest,United States,North America,Road Bikes,Bikes,2016,May,17,Sunday,Spring,285.9519
1,"Mountain-200 Silver, 38",Mountain-200,1117.8559,2071.4196,Australia,Australia,Pacific,Mountain Bikes,Bikes,2016,May,17,Sunday,Spring,953.5637000000002
1,"Road-550-W Yellow, 42",Road-550-W,605.6492,1000.4375,Australia,Australia,Pacific,Road Bikes,Bikes,2016,May,17,Sunday,Spring,394.78830000000005
1,"Road-250 Black, 58",Road-250,1320.6838,2181.5625,United Kingdom,United Kingdom,Europe,Road Bikes,Bikes,2016,May,18,Monday,Spring,860.8787
1,"Mountain-200 Silver, 42",Mountain-200,1117.8559,2071.4196,Australia,Australia,Pacific,Mountain Bikes,Bikes,2016,May,18,Monday,Spring,953.5637000000002
1,"Mountain-200 Silver, 46",Mountain-200,1117.8559,2071.4196,Southwest,United States,North America,Mountain Bikes,Bikes,2016,May,18,Monday,Spring,953.5637000000002
1,"Road-250 Black, 58",Road-250,1320.6838,2181.5625,France,France,Europe,Road Bikes,Bikes,2016,May,18,Monday,Spring,860.8787
1,"Mountain-200 Black, 46",Mountain-200,1105.81,2049.0982,Southwest,United States,North America,Mountain Bikes,Bikes,2016,May,18,Monday,Spring,943.2882
1,"Road-650 Black, 62",Road-650,413.1463,699.0982,Northwest,United States,North America,Road Bikes,Bikes,2016,May,18,Monday,Spring,285.9519
1,"Road-250 Black, 52",Road-250,1320.6838,2181.5625,Germany,Germany,Europe,Road Bikes,Bikes,2016,May,18,Monday,Spring,860.8787
1,"Mountain-200 Black, 38",Mountain-200,1105.81,2049.0982,Canada,Canada,North America,Mountain Bikes,Bikes,2016,May,18,Monday,Spring,943.2882
1,"Road-250 Black, 52",Road-250,1320.6838,2181.5625,Canada,Canada,North America,Road Bikes,Bikes,2016,May,18,Monday,Spring,860.8787
1,"Mountain-200 Black, 42",Mountain-200,1105.81,2049.0982,Southwest,United States,North America,Mountain Bikes,Bikes,2016,May,18,Monday,Spring,943.2882
1,"Road-550-W Yellow, 38",Road-550-W,605.6492,1000.4375,Germany,Germany,Europe,Road Bikes,Bikes,2016,May,18,Tuesday,Spring,394.78830000000005
1,"Road-650 Black, 60",Road-650,413.1463,699.0982,Southwest,United States,North America,Road Bikes,Bikes,2016,May,18,Tuesday,Spring,285.9519
1,"Road-650 Black, 58",Road-650,413.1463,699.0982,Australia,Australia,Pacific,Road Bikes,Bikes,2016,May,18,Tuesday,Spring,285.9519
1,"Road-550-W Yellow, 38",Road-550-W,605.6492,1000.4375,Northwest,United States,North America,Road Bikes,Bikes,2016,May,18,Tuesday,Spring,394.78830000000005
1,"Road-650 Black, 52",Road-650,413.1463,699.0982,United Kingdom,United Kingdom,Europe,Road Bikes,Bikes,2016,May,18,Tuesday,Spring,285.9519
1,"Road-650 Black, 62",Road-650,413.1463,699.0982,Northwest,United States,North America,Road Bikes,Bikes,2016,May,18,Tuesday,Spring,285.9519
1,"Mountain-200 Silver, 46",Mountain-200,1117.8559,2071.4196,Southwest,United States,North America,Mountain Bikes,Bikes,2016,May,18,Tuesday,Spring,953.5637000000002
1,"Road-550-W Yellow, 42",Road-550-W,605.6492,1000.4375,Southwest,United States,North America,Road Bikes,Bikes,2016,May,18,Tuesday,Spring,394.78830000000005
1,"Mountain-200 Silver, 42",Mountain-200,1117.8559,2071.4196,Australia,Australia,Pacific,Mountain Bikes,Bikes,2016,May,18,Tuesday,Spring,953.5637000000002
1,"Mountain-200 Silver, 38",Mountain-200,1117.8559,2071.4196,Australia,Australia,Pacific,Mountain Bikes,Bikes,2016,May,18,Tuesday,Spring,953.5637000000002
1,"Road-550-W Yellow, 44",Road-550-W,605.6492,1000.4375,United Kingdom,United Kingdom,Europe,Road Bikes,Bikes,2016,May,18,Tuesday,Spring,394.78830000000005
1,"Road-250 Red, 52",Road-250,1518.7864,2443.35,Australia,Australia,Pacific,Road Bikes,Bikes,2016,May,18,Tuesday,Spring,924.5636
1,"Road-250 Red, 44",Road-250,1518.7864,2443.35,Australia,Australia,Pacific,Road Bikes,Bikes,2016,May,18,Tuesday,Spring,924.5636
1,"Mountain-200 Black, 38",Mountain-200,1105.81,2049.0982,Southwest,United States,North America,Mountain Bikes,Bikes,2016,May,18,Wednesday,Spring,943.2882
1,"Road-250 Red, 48",Road-250,1518.7864,2443.35,Canada,Canada,North America,Road Bikes,Bikes,2016,May,18,Wednesday,Spring,924.5636
1,"Mountain-200 Silver, 38",Mountain-200,1117.8559,2071.4196,Australia,Australia,Pacific,Mountain Bikes,Bikes,2016,May,18,Wednesday,Spring,953.5637000000002
1,"Road-250 Black, 52",Road-250,1320.6838,2181.5625,Germany,Germany,Europe,Road Bikes,Bikes,2016,May,18,Wednesday,Spring,860.8787
1,"Road-550-W Yellow, 38",Road-550-W,605.6492,1000.4375,Canada,Canada,North America,Road Bikes,Bikes,2016,May,18,Wednesday,Spring,394.78830000000005
1,"Mountain-200 Black, 46",Mountain-200,1105.81,2049.0982,Northwest,United States,North America,Mountain Bikes,Bikes,2016,May,18,Wednesday,Spring,943.2882
1,"Road-650 Red, 62",Road-650,413.1463,699.0982,United Kingdom,United Kingdom,Europe,Road Bikes,Bikes,2016,May,18,Wednesday,Spring,285.9519
1,"Mountain-200 Black, 46",Mountain-200,1105.81,2049.0982,Australia,Australia,Pacific,Mountain Bikes,Bikes,2016,May,18,Wednesday,Spring,943.2882
1,"Road-250 Red, 52",Road-250,1518.7864,2443.35,Southwest,United States,North America,Road Bikes,Bikes,2016,May,18,Wednesday,Spring,924.5636
1,"Road-550-W Yellow, 40",Road-550-W,605.6492,1000.4375,France,France,Europe,Road Bikes,Bikes,2016,May,18,Thursday,Spring,394.78830000000005
1,"Mountain-200 Black, 38",Mountain-200,1105.81,2049.0982,Southwest,United States,North America,Mountain Bikes,Bikes,2016,May,18,Thursday,Spring,943.2882
1,"Road-550-W Yellow, 38",Road-550-W,605.6492,1000.4375,France,France,Europe,Road Bikes,Bikes,2016,May,18,Thursday,Spring,394.78830000000005
1,"Road-650 Black, 48",Road-650,413.1463,699.0982,Australia,Australia,Pacific,Road Bikes,Bikes,2016,May,18,Thursday,Spring,285.9519
1,"Mountain-200 Black, 42",Mountain-200,1105.81,2049.0982,Australia,Australia,Pacific,Mountain Bikes,Bikes,2016,May,18,Thursday,Spring,943.2882
1,"Road-650 Red, 44",Road-650,413.1463,699.0982,Australia,Australia,Pacific,Road Bikes,Bikes,2016,May,18,Thursday,Spring,285.9519
1,"Road-250 Black, 44",Road-250,1320.6838,2181.5625,France,France,Europe,Road Bikes,Bikes,2016,May,18,Thursday,Spring,860.8787
1,"Mountain-200 Silver, 46",Mountain-200,1117.8559,2071.4196,France,France,Europe,Mountain Bikes,Bikes,2016,May,18,Thursday,Spring,953.5637000000002
1,"Road-550-W Yellow, 42",Road-550-W,605.6492,1000.4375,France,France,Europe,Road Bikes,Bikes,2016,May,18,Thursday,Spring,394.78830000000005
1,"Mountain-200 Silver, 46",Mountain-200,1117.8559,2071.4196,Australia,Australia,Pacific,Mountain Bikes,Bikes,2016,May,18,Thursday,Spring,953.5637000000002
